Gene symbol	MDA-MB-231
OR6P1	0
OR10X1	0
OR10Z1	0
SPTA1	0
OR6K2	0
OR6K3	0
OR6K6	0
OR6N1	0
OR6N2	0
MNDA	0
PYHIN1	0
IFI16	1344
AIM2	68
CADM3	0
CADM3-AS1	0
ACKR1	0
FCER1A	0
OR10J3	0
OR10J1	0
OR10J5	0
APCS	7
CRP	0
DUSP23	301
FCRL6	0
SLAMF8	0
C1orf204	64
VSIG8	9
CFAP45	22
TAGLN2	23663
IGSF9	0
SLAMF9	0
LINC01133	0
PIGM	326
KCNJ10	0
KCNJ9	0
IGSF8	92
ATP1A2	0
ATP1A4	0
CASQ1	1
LOC729867	4
PEA15	3153
DCAF8	1857
PEX19	644
COPA	1215
SUMO1P3	375
NCSTN	344
NHLH1	10
VANGL2	1
SLAMF6	0
CD84	3
SLAMF1	0
CD48	0
SLAMF7	112
LY9	0
CD244	0
ITLN1	0
LOC101928372	0
ITLN2	0
F11R	167
TSTD1	366
USF1	6
ARHGAP30	63
PVRL4	0
KLHDC9	24
PFDN2	1862
NIT1	200
DEDD	531
UFC1	2609
USP21	83
PPOX	122
B4GALT3	929
ADAMTS4	2
NDUFS2	2382
FCER1G	0
APOA2	0
TOMM40L	239
NR1I3	5
PCP4L1	0
MPZ	11
SDHC	802
CFAP126	19
FCGR2A	1
HSPA6	4
FCGR3A	0
FCGR2C	4
HSPA7	4
FCGR3B	0
FCGR2B	0
RPL31P11	169
FCRLA	2
FCRLB	8
DUSP12	264
ATF6	628
OLFML2B	7
NOS1AP	43
C1orf111	0
C1orf226	0
SH2D1B	8
UHMK1	521
UAP1	417
DDR2	1
HSD17B7	61
C1orf110	41
RGS4	4
RGS5	22
LOC101928404	0
NUF2	1141
LOC100422212	2
PBX1	526
LOC100505795	10
LMX1A	0
RXRG	0
LOC400794	0
LRRC52	0
MGST3	1522
ALDH9A1	971
LOC440700	3
TMCO1	2786
LOC100147773	1
UCK2	501
FAM78B	5
FMO9P	0
POGK	166
TADA1	117
ILDR2	183
MAEL	41
GPA33	0
DUSP27	0
LINC01363	1
POU2F1	368
CD247	1
CREG1	241
RCSD1	105
MPZL1	628
ADCY10	0
MPC2	380
DCAF6	579
GPR161	118
TIPRL	911
SFT2D2	23
ANKRD36BP1	1
TBX19	17
LOC100505918	0
LOC101928565	2
XCL2	0
XCL1	0
DPT	0
LINC00626	0
LINC00970	1
ATP1B1	2949
NME7	1659
BLZF1	24
CCDC181	6
SLC19A2	37
F5	0
SELP	0
SELL	0
SELE	0
METTL18	70
C1orf112	208
SCYL3	99
KIFAP3	74
METTL11B	0
LINC01142	0
LOC101928650	0
GORAB	96
PRRX1	1
MROH9	0
FMO3	0
FMO6P	0
FMO2	0
FMO1	0
FMO4	0
TOP1P1	370
PRRC2C	4500
MYOC	0
VAMP4	166
METTL13	272
DNM3	22
DNM3-IT1	0
DNM3OS	3
C1orf105	2
PIGC	591
SUCO	2001
FASLG	0
TNFSF18	0
TNFSF4	7
LOC100506023	4
LOC101928673	69
PRDX6	2086
SLC9C2	0
ANKRD45	1
LOC730159	0
KLHL20	222
CENPL	78
DARS2	101
GAS5-AS1	491
GAS5	880
SNORD81	21
SNORD47	3
SNORD80	2
SNORD79	9
SNORD78	0
SNORD44	1
SNORD77	3
SNORD76	0
SNORD75	0
SNORD74	4
ZBTB37	8
SERPINC1	3
RC3H1	251
LOC102724601	2
RABGAP1L	84
GPR52	0
LOC101928696	0
CACYBP	1847
MRPS14	252
TNN	0
KIAA0040	0
TNR	0
LOC101928751	0
RFWD2	123
SCARNA3	2
PAPPA2	0
ASTN1	22
BRINP2	0
LOC102724661	0
LOC101928778	0
SEC16B	1
LOC730102	138
RASAL2-AS1	18
RASAL2	349
TEX35	0
C1orf220	4
RALGPS2	746
ANGPTL1	3
FAM20B	733
TOR3A	645
ABL2	1722
SOAT1	575
AXDND1	0
NPHS2	1
TDRD5	0
FAM163A	0
TOR1AIP2	1508
TOR1AIP1	232
CEP350	966
QSOX1	6625
FLJ23867	1139
LHX4	0
LHX4-AS1	12
ACBD6	323
OVAAL	0
XPR1	139
KIAA1614	0
STX6	305
MR1	43
IER5	3698
LOC101928973	0
GM140	0
CACNA1E	0
ZNF648	0
LINC01344	0
GLUL	364
TEDDM1	5
LINC00272	0
RGSL1	0
RNASEL	7
RGS16	4
LOC284648	1
RGS8	0
NPL	2
DHX9	844
SHCBP1L	1
LAMC1	1097
LAMC2	865
NMNAT2	197
SMG7-AS1	4
SMG7	967
NCF2	29
ARPC5	1430
RGL1	78
APOBEC4	2
COLGALT2	301
TSEN15	2596
C1orf21	399
EDEM3	541
FAM129A	1218
RNF2	133
TRMT1L	585
SWT1	53
IVNS1ABP	926
GS1-279B7.1	0
LINC01350	0
HMCN1	0
RNU6-72P	0
PRG4	825
TPR	1845
C1orf27	309
OCLM	1
LOC102724919	0
PDC	1
PTGS2	41
PACERR	1
PLA2G4A	11
LINC01036	0
BRINP3	0
LINC01351	2
LOC440704	0
RGS18	0
RGS21	0
RGS1	0
RGS13	0
RGS2	75
LINC01032	1
UCHL5	854
TROVE2	379
GLRX2	213
CDC73	349
B3GALT2	0
LINC01031	0
KCNT2	0
CFH	44
CFHR3	0
CFHR1	6
CFHR4	0
CFHR2	0
CFHR5	0
F13B	0
ASPM	1142
ZBTB41	207
CRB1	0
DENND1B	66
C1orf53	23
LHX9	0
NEK7	167
ATP6V1G3	2
PTPRC	0
LINC01222	0
LINC01221	0
NR5A2	0
LINC00862	2
ZNF281	387
KIF14	599
DDX59	28
LOC101929224	0
CAMSAP2	554
GPR25	0
C1orf106	25
KIF21B	1
CACNA1S	0
ASCL5	0
TMEM9	586
IGFN1	31
PKP1	0
TNNT2	0
LAD1	0
TNNI1	0
PHLDA3	973
CSRP1	681
RPS10P7	182
NAV1	448
IPO9-AS1	6
RNU6-79P	0
IPO9	1009
SHISA4	338
LMOD1	10
TIMM17A	983
RNPEP	683
ELF3	124
GPR37L1	3
ARL8A	1471
PTPN7	0
PTPRVP	1
LGR6	1
UBE2T	860
PPP1R12B	137
SYT2	10
KDM5B	314
PCAT6	38
MGAT4EP	1
LOC148709	14
RABIF	262
KLHL12	330
ADIPOR1	287
CYB5R1	318
LOC100506747	0
TMEM183A	63
TMEM183B	140
PPFIA4	173
MYOG	3
ADORA1	6
MYBPH	0
CHI3L1	0
CHIT1	0
LINC01353	0
LINC01136	0
BTG2	3
FMOD	0
PRELP	2
OPTC	0
ATP2B4	553
SNORA77	0
LINC00260	21
LAX1	4
ZC3H11A	392
ZBED6	402
SNRPE	1340
LINC00303	0
SOX13	115
ETNK2	145
LOC101929441	0
REN	0
KISS1	133
GOLT1A	2
PLEKHA6	136
LINC00628	2
PPP1R15B	425
PIK3C2B	11
MDM4	1233
LRRN2	0
NFASC	0
CNTN2	1
TMEM81	29
RBBP5	328
DSTYK	769
TMCC2	128
NUAK2	52
KLHDC8A	0
LEMD1-AS1	0
LEMD1	0
BLACAT1	3
CDK18	3
LOC284578	0
MFSD4	2
ELK4	253
SLC45A3	434
NUCKS1	16988
RAB29	458
SLC41A1	345
PM20D1	0
LOC284581	1
SLC26A9	4
FAM72A	4
AVPR1B	0
C1orf186	1
CTSE	1
SRGAP2C	1
SRGAP2	278
IKBKE	498
RASSF5	356
EIF2D	533
DYRK3	17
MAPKAPK2	6594
IL10	3
IL19	1
IL20	0
IL24	166
FCMR	207
PIGR	1
FCAMR	0
C1orf116	26
YOD1	95
PFKFB2	143
C4BPB	187
C4BPA	0
CD55	585
CR2	0
CR1	0
CR1L	0
CD46	369
LOC148696	0
CD34	11
PLXNA2	148
CAMK1G	0
LAMB3	1276
G0S2	2516
HSD11B1	1
TRAF3IP3	0
C1orf74	122
IRF6	0
DIEXF	160
SYT14	1
SERTAD4-AS1	279
SERTAD4	498
HHAT	18
KCNH1	0
RCOR3	263
TRAF5	202
LINC00467	539
RD3	1
SLC30A1	23
LOC105748977	22
NEK2	463
LPGAT1	516
INTS7	453
DTL	524
LOC101929541	0
PPP2R5A	286
SNORA16B	0
TMEM206	112
NENF	796
LOC101929565	0
ATF3	97
FAM71A	0
BATF3	43
NSL1	9
TATDN3	80
SPATA45	3
FLVCR1-AS1	12
FLVCR1	159
VASH2	6
ANGEL2	365
RPS6KC1	125
PROX1-AS1	0
LINC00538	0
PROX1	3
SMYD2	389
PTPN14	2576
CENPF	3851
KCNK2	9
KCTD3	965
USH2A	4
LOC102723833	1
ESRRG	0
GPATCH2	262
SPATA17	6
SPATA17-AS1	0
LINC00210	0
LOC101929631	2
RRP15	1025
TGFB2-AS1	315
TGFB2	2125
TGFB2-OT1	1742
LYPLAL1-AS1	23
LYPLAL1	173
RNU5F-1	0
SLC30A10	0
EPRS	689
BPNT1	207
IARS2	891
RAB3GAP2	894
SNORA36B	0
AURKAPS1	69
MARK1	20
C1orf115	11
MARC2	58
MARC1	42
LINC01352	0
HLX-AS1	2
HLX	33
C1orf140	0
DUSP10	55
LOC101929771	2
HHIPL2	2
TAF1A	85
TAF1A-AS1	0
MIA3	401
AIDA	278
BROX	507
FAM177B	0
DISP1	56
TLR5	6
SUSD4	10
CCDC185	0
CAPN8	0
CAPN2	1736
TP53BP2	306
GTF2IP20	52
FBXO28	169
DEGS1	848
LOC101927143	0
LOC101927164	388
NVL	441
CNIH4	2048
WDR26	598
CNIH3	65
DNAH14	90
LBR	1492
ENAH	784
SRP9	794
EPHX1	91
TMEM63A	262
LEFTY1	13
PYCR2	2528
LEFTY2	0
SDE2	126
H3F3A	1681
H3F3AP4	1
ACBD3	1068
MIXL1	0
LIN9	118
PARP1	2319
C1orf95	0
ITPKB	13
ITPKB-IT1	0
PSEN2	296
ADCK3	319
CDC42BPA	668
ZNF678	1
ZNF847P	0
LOC100130093	51
JMJD4	275
SNAP47	106
PRSS38	0
WNT9A	1
WNT3A	0
ARF1	5635
C1orf35	497
MRPL55	610
GUK1	1254
GJC2	24
IBA57-AS1	2
IBA57	29
C1orf145	9
OBSCN	22
TRIM11	2260
TRIM17	0
HIST3H3	0
HIST3H2A	1
HIST3H2BB	0
RNF187	1329
BTNL10	0
RHOU	25
DUSP5P1	21
RAB4A	178
SPHAR	24
CCSAP	262
ACTA1	3
NUP133	521
LOC101927478	0
ABCB10	66
TAF5L	187
URB2	109
GALNT2	661
PGBD5	0
COG2	119
AGT	5
CAPN9	0
C1orf198	150
LOC101927604	0
TTC13	53
ARV1	85
FAM89A	93
TRIM67	0
LOC149373	0
C1orf131	147
GNPAT	409
EXOC8	216
SPRTN	120
EGLN1	269
SNRPD2P2	0
TSNAX-DISC1	11
TSNAX	577
LINC00582	0
DISC1	20
DISC2	5
DISC1-IT1	1
SIPA1L2	19
LOC101927683	0
MAP10	52
NTPCR	135
PCNXL2	96
KIAA1804	101
KCNK1	7
SLC35F3	269
LOC101927765	11
COA6	507
TARBP1	55
LINC01354	0
IRF2BP2	1002
LINC00184	1
LOC101927787	2
LINC01132	0
LOC101927851	1
TOMM20	893
SNORA14B	1
RBM34	555
ARID4B	1026
GGPS1	106
TBCE	449
B3GALNT2	933
GNG4	3
LYST	175
NID1	1
GPR137B	32
ERO1B	60
EDARADD	224
LGALS8	962
LGALS8-AS1	5
HEATR1	690
ACTN2	2
MTR	401
MT1HL1	4
RYR2	31
LOC100130331	0
ZP4	0
LINC01139	11
CHRM3	12
CHRM3-AS2	0
CHRM3-AS1	1
RPS7P5	1
FMN2	0
GREM2	0
RGS7	6
FH	885
KMO	83
OPN3	91
CHML	162
WDR64	0
EXO1	308
BECN2	0
MAP1LC3C	0
PLD5	1
LINC01347	2
CEP170	275
SDCCAG8	268
AKT3	69
LOC339529	0
ZBTB18	1610
C1orf100	2
ADSS	734
C1orf101	1
DESI2	199
COX20	883
HNRNPU-AS1	1116
HNRNPU	7133
LOC101928068	8
EFCAB2	91
KIF26B	2
SMYD3	279
LOC255654	2
TFB2M	135
CNST	46
SCCPDH	849
LINC01341	0
AHCTF1	386
ZNF695	63
ZNF670-ZNF695	6
ZNF670	199
ZNF669	40
C1orf229	2
ZNF124	82
VN1R5	0
ZNF496	0
NLRP3	7
OR2B11	0
OR2W5	0
GCSAML	0
GCSAML-AS1	0
OR2C3	0
OR2G2	0
OR2G3	0
OR13G1	0
OR6F1	0
OR1C1	0
OR14A16	0
OR11L1	0
TRIM58	1
OR2W3	0
OR2T8	0
OR2L13	0
OR2L8	0
OR2AK2	0
OR2L1P	0
OR2L5	0
OR2L2	0
OR2L3	0
OR2M1P	0
OR2M5	0
OR2M2	0
OR2M3	0
OR2M4	0
OR2T33	3
OR2T12	5
OR2M7	0
OR14C36	0
OR2T4	0
OR2T6	0
OR2T1	0
OR2T2	0
OR2T3	0
OR2T5	0
OR2G6	0
OR2T29	0
OR2T34	0
OR2T10	0
OR2T11	0
OR2T35	0
OR2T27	0
OR14I1	0
LOC101928226	0
LYPD8	0
SH3BP5L	1127
ZNF672	180
ZNF692	215
PGBD2	28
TUBB8	3
ZMYND11	799
DIP2C	304
PRR26	4
LARP4B	1152
LOC101927762	0
GTPBP4	908
IDI2	82
IDI2-AS1	11
IDI1	471
WDR37	82
LINC00200	0
ADARB2	0
ADARB2-AS1	0
LINC00700	0
LINC00701	0
PFKP	2000
PITRM1	901
PITRM1-AS1	17
LOC105376360	3
KLF6	2096
LOC101927964	0
LINC00702	0
LINC00703	0
LINC00704	357
LINC00705	11
AKR1E2	5
AKR1C6P	0
AKR1C1	4
AKR1C2	2
AKR1C3	22
AKR1C8P	0
AKR1C4	0
UCN3	0
TUBAL3	0
NET1	1765
CALML5	0
CALML3-AS1	1
CALML3	0
ASB13	34
FAM208B	193
GDI2	2035
ANKRD16	112
FBXO18	228
IL15RA	116
IL2RA	1
RBM17	1954
PFKFB3	1089
LOC399715	0
PRKCQ	0
PRKCQ-AS1	24
LOC101928150	2
LINC00706	23
LINC00707	3
SFMBT2	0
ITIH5	1
ITIH2	5
KIN	94
ATP5C1	870
TAF3	351
GATA3-AS1	0
GATA3	152
LINC00708	0
LOC105755953	0
LOC101928272	0
LINC00709	0
LOC101928298	0
LOC101928322	0
SFTA1P	165
LINC00710	0
CELF2	362
CELF2-AS2	9
CELF2-AS1	8
USP6NL	81
ECHDC3	121
PROSER2	467
PROSER2-AS1	5
UPF2	665
DHTKD1	699
SEC61A2	347
NUDT5	558
CDC123	1426
CAMK1D	172
CCDC3	15
OPTN	1790
MCM10	636
RNU6-2	11
UCMA	0
PHYH	158
SEPHS1	689
BEND7	227
PRPF18	264
FRMD4A	358
LOC101928453	1
FAM107B	1033
CDNF	1
HSPA14	513
SUV39H2	74
DCLRE1C	300
MEIG1	7
OLAH	7
ACBD7	365
C10orf111	3
RPP38	152
NMT2	2774
PPIAP30	16
FAM171A1	654
ITGA8	0
FAM188A	117
PTER	178
C1QL3	6
RSU1	422
CUBN	10
TRDMT1	62
VIM-AS1	32
VIM	4310
ST8SIA6	0
ST8SIA6-AS1	0
HACD1	262
STAM-AS1	30
STAM	225
TMEM236	3
MRC1	1
SLC39A12	0
SLC39A12-AS1	0
CACNB2	20
NSUN6	90
ARL5B	20
MALRD1	0
LOC101928834	0
PLXDC2	3
NEBL	2
C10orf113	0
NEBL-AS1	0
CASC10	8
SKIDA1	9
MLLT10	199
DNAJC1	466
EBLN1	0
LOC100130992	0
COMMD3	434
COMMD3-BMI1	4
BMI1	481
SPAG6	0
LOC100499489	16
PIP4K2A	311
ARMC3	0
MSRB2	546
PTF1A	2
LINC01552	1
C10orf67	0
OTUD1	51
KIAA1217	228
ARHGAP21	912
PRTFDC1	94
ENKUR	4
THNSL1	44
LINC01516	0
GPR158-AS1	0
GPR158	0
LINC00836	0
LOC101929073	0
MYO3A	0
GAD2	4
APBB1IP	125
LINC00264	0
LINC00202-2	1
PDSS1	120
ABI1	427
LINC00202-1	3
ANKRD26	223
YME1L1	788
MASTL	248
ACBD5	132
LRRC37A6P	2
PTCHD3	0
RAB18	1013
MKX	16
MKX-AS1	0
ARMC4	10
MPP7	4
WAC-AS1	841
WAC	2553
BAMBI	28
LINC01517	0
LINC00837	0
C10orf126	0
LYZL1	0
SVIL-AS1	354
SVIL	337
KIAA1462	67
LOC101929279	0
MTPAP	268
GOLGA2P6	1
MAP3K8	20
LYZL2	0
SVILP1	1
ZNF438	108
ZEB1-AS1	3
ZEB1	320
ARHGAP12	515
KIF5B	2330
EPC1	397
LOC102031319	0
LOC101929431	1
CCDC7	26
ITGB1	2727
NRP1	853
LINC00838	0
PARD3	538
PARD3-AS1	1
CUL2	147
CREM	118
CCNY	661
GJD4	1
FZD8	5
PCAT5	0
ANKRD30A	1
LINC00993	0
MTRNR2L7	18
ZNF248	77
ZNF33BP1	0
ZNF25	95
ZNF33A	432
ZNF37A	611
LOC100129055	0
HSD17B7P2	40
SEPT7P9	1
LINC00999	7
ACTR3BP5	0
LOC441666	19
CCNYL2	0
LINC00839	0
ZNF37BP	108
ZNF33B	97
LINC01518	1
BMS1	3133
LINC01264	0
RET	0
CSGALNACT2	187
RASGEF1A	9
FXYD4	0
HNRNPF	4653
ZNF487	0
ZNF239	32
ZNF485	20
ZNF32-AS3	0
ZNF32	174
ZNF32-AS1	173
ZNF32-AS2	14
HNRNPA3P1	59
LINC00619	0
LINC00840	0
LINC00841	0
C10orf142	0
CXCL12	0
TMEM72-AS1	0
TMEM72	0
RASSF4	150
C10orf10	92
C10orf25	44
ZNF22	899
RSU1P2	0
ANKRD30BP3	1
OR13A1	0
ALOX5	1
LOC102724323	0
MARCH8	512
ZFAND4	24
FAM21C	256
AGAP4	34
PTPN20	1
BMS1P5	24
FAM35BP	48
SYT15	47
GPRIN2	6
NPY4R	0
CH17-360D5.1	0
LINC00842	23
HNRNPA1P33	4
ANXA8	56
FAM25C	2
FAM25G	2
AGAP9	80
BMS1P6	41
FAM35DP	70
ANTXRLP1	0
ANTXRL	0
FAM25BP	0
ANXA8L1	23
CTSLP2	0
ZNF488	30
RBP3	1
GDF2	0
GDF10	0
FRMPD2B	0
GLUD1P7	0
CTGLF12P	17
FRMPD2	0
MAPK8	511
ARHGAP22	200
WDFY4	0
LRRC18	0
VSTM4	3
FAM170B-AS1	0
FAM170B	0
C10orf128	0
C10orf71-AS1	0
C10orf71	0
DRGX	0
ERCC6	25
PGBD3	9
ERCC6-PGBD3	11
CHAT	0
SLC18A3	0
C10orf53	0
OGDHL	1
PARG	181
PARGP1	6
TIMM23B	13
AGAP7P	38
MSMB	6
NCOA4	813
TIMM23	389
AGAP6	59
FAM21EP	7
FAM21A	221
ASAH2	3
SGMS1	90
SGMS1-AS1	5
ASAH2B	4
A1CF	4
PRKG1	11
LOC102724719	0
CSTF2T	231
PRKG1-AS1	3
DKK1	520
LINC01468	0
MBL2	0
PCDH15	0
MTRNR2L5	5
ZWINT	1145
IPMK	407
CISD1	1089
UBE2D1	159
TFAM	1135
BICC1	58
FAM133CP	145
LINC00844	0
CCHE1	0
PHYHIPL	3
FAM13C	3
SLC16A9	0
MRLN	0
CCDC6	484
LINC01553	0
ANK3	47
CDK1	1434
RHOBTB1	59
LINC00845	0
TMEM26	0
TMEM26-AS1	0
C10orf107	0
ARID5B	87
RTKN2	140
LOC283045	0
ZNF365	1
ADO	243
EGR2	1
NRBF2	257
JMJD1C	300
JMJD1C-AS1	13
REEP3	1379
ANXA2P3	975
LINC01515	0
CTNNA3	0
LOC101928961	1
LRRTM3	0
DNAJC12	0
SIRT1	158
HERC4	600
POU5F1P5	19
MYPN	6
ATOH7	1
PBLD	4
HNRNPH3	2937
RUFY2	240
DNA2	204
SLC25A16	41
TET1	10
CCAR1	1984
SNORD98	0
STOX1	0
DDX50	1119
DDX21	5234
KIAA1279	409
SRGN	443
VPS26A	460
SUPV3L1	225
LOC101928994	1
HKDC1	107
HK1	1849
TACR2	7
TSPAN15	32
NEUROG3	0
C10orf35	160
COL13A1	2417
H2AFY2	85
AIFM2	718
TYSND1	340
SAR1A	1334
PPA1	766
NPFFR1	0
LRRC20	161
EIF4EBP2	612
NODAL	0
PALD1	1
PRF1	0
ADAMTS14	11
TBATA	0
SGPL1	281
PCBD1	278
UNC5B	1
UNC5B-AS1	0
SLC29A3	101
CDH23	0
LOC102723377	0
C10orf105	0
C10orf54	73
PSAP	8460
CHST3	86
SPOCK2	4
ASCC1	263
ANAPC16	608
DDIT4	2807
DNAJB12	421
MICU1	281
MCU	614
OIT3	0
PLA2G12B	0
P4HA1	915
NUDT13	31
ECD	222
FAM149B1	87
DNAJC9	1130
DNAJC9-AS1	4
MRPS16	946
CFAP70	8
ANXA7	476
MSS51	10
PPP3CB	806
PPP3CB-AS1	49
USP54	61
MYOZ1	1
SYNPO2L	1
AGAP5	30
BMS1P4	57
GLUD1P3	19
SEC24C	435
FUT11	67
CHCHD1	1049
ZSWIM8	490
ZSWIM8-AS1	9
NDST2	103
CAMK2G	161
C10orf55	29
PLAU	2373
VCL	938
AP3M1	252
ADK	448
LOC102723439	9
KAT6B	263
DUPD1	0
DUSP13	4
SAMD8	167
VDAC2	1072
COMTD1	307
ZNF503	25
ZNF503-AS1	2
ZNF503-AS2	3
LOC101929234	0
C10orf11	0
KCNMA1	4
KCNMA1-AS1	0
KCNMA1-AS2	0
KCNMA1-AS3	0
DLG5	757
DLG5-AS1	22
POLR3A	375
RPS24	27659
LINC00856	0
LINC00595	0
ZMIZ1-AS1	81
ZMIZ1	545
PPIF	1216
ZCCHC24	696
EIF5AL1	784
SFTPA2	0
SFTPA1	0
BEND3P3	2
NUTM2B-AS1	9
NUTM2B	19
LOC642361	16
BMS1P21	8
MBL1P	4
SFTPD	2
TMEM254-AS1	1
TMEM254	110
PLAC9	2
ANXA11	897
LINC00857	79
MAT1A	0
DYDC1	0
DYDC2	0
FAM213A	679
TSPAN14	761
LOC101929574	3
LOC102723703	0
SH2D4B	0
NRG3	0
NRG3-AS1	0
GHITM	1130
C10orf99	0
CDHR1	0
LRIT2	0
LRIT1	0
RGR	0
LINC00858	0
CCSER2	204
LINC01519	0
LOC101929646	0
LOC101929662	0
LINC01520	0
GRID1-AS1	0
GRID1	0
WAPAL	590
OPN4	0
LDB3	3
BMPR1A	12
MMRN2	2
SNCG	43
ADIRF	180
AGAP11	22
FAM25A	1
GLUD1	392
FAM35A	335
NUTM2A	17
NUTM2A-AS1	53
LOC439994	11
NUTM2D	1
LINC00864	2
MINPP1	195
PAPSS2	325
ATAD1	1070
CFL1P1	135
KLLN	2
PTEN	659
RNLS	41
LIPJ	0
LIPF	0
LIPK	0
LIPN	0
LIPM	0
ANKRD22	5
STAMBPL1	351
ACTA2-AS1	30
ACTA2	29
FAS	7
FAS-AS1	0
CH25H	17
LIPA	320
IFIT2	225
IFIT3	955
IFIT1B	0
IFIT1	289
IFIT5	193
SLC16A12	15
SLC16A12-AS1	2
PANK1	42
FLJ37201	0
KIF20B	1069
LINC00865	4
LINC01375	0
LOC101926942	0
HTR7	17
RPP30	229
ANKRD1	12587
XLOC_008559	0
LINC00502	0
NUDT9P1	7
PCGF5	619
HECTD2-AS1	1
HECTD2	17
PPP1R3C	19
TNKS2-AS1	0
TNKS2	161
FGFBP3	64
BTAF1	117
CPEB3	25
MARCH5	750
MARK2P9	0
IDE	215
KIF11	456
HHEX	79
EXOC6	64
CYP26C1	0
CYP26A1	0
MYOF	567
CEP55	1036
FFAR4	13
RBP4	1
PDE6C	5
FRA10AC1	417
LGI1	0
SLC35G1	5
PIPSL	138
PLCE1	105
PLCE1-AS2	0
PLCE1-AS1	2
NOC3L	227
TBC1D12	101
HELLS	758
CYP2C18	1
CYP2C19	0
CYP2C9	0
CYP2C8	0
ACSM6	1
PDLIM1	1265
SORBS1	6
ALDH18A1	401
TCTN3	107
ENTPD1	100
ENTPD1-AS1	2
C10orf131	0
CC2D2B	0
CCNJ	61
ZNF518A	152
BLNK	0
DNTT	0
OPALIN	0
TLL2	0
TM9SF3	5243
PIK3AP1	3
LCOR	249
C10orf12	59
SLIT1	1
SLIT1-AS1	0
ARHGAP19-SLIT1	0
ARHGAP19	192
FRAT1	44
FRAT2	85
RRP12	282
PGAM1	1910
EXOSC1	270
ZDHHC16	379
MMS19	3651
UBTD1	854
ANKRD2	1
HOGA1	1
C10orf62	0
MORN4	170
PI4K2A	311
AVPI1	86
MARVELD1	356
ZFYVE27	177
SFRP5	1
LINC00866	0
GOLGA7B	20
CRTAC1	0
R3HCC1L	109
LOXL4	817
PYROXD2	34
HPS1	274
HPSE2	0
CNNM1	1
GOT1	668
LINC01475	0
NKX2-3	0
SLC25A28	222
ENTPD7	106
COX15	183
CUTC	129
ABCC2	8
DNMBP	2269
DNMBP-AS1	24
CPN1	0
ERLIN1	1002
CHUK	565
CWF19L1	70
SNORA12	252
BLOC1S2	1360
PKD2L1	0
SCD	7618
OLMALINC	9
WNT8B	0
SEC31B	84
NDUFB8	3631
HIF1AN	811
PAX2	0
FAM178A	387
SEMA4G	11
MRPL43	1037
C10orf2	156
LZTS2	325
PDZD7	228
SFXN3	651
KAZALD1	22
TLX1NB	0
TLX1	2
LINC01514	0
LBX1	0
LBX1-AS1	0
LOC101927419	0
BTRC	211
POLL	266
DPCD	187
FBXW4	239
FGF8	0
NPM3	1724
MGEA5	916
KCNIP2-AS1	2
KCNIP2	3
C10orf76	172
HPS6	493
LDB1	49
PPRC1	339
NOLC1	1078
ELOVL3	10
PITX3	2
GBF1	933
NFKB2	222
PSD	2
FBXL15	90
CUEDC2	116
RPARP-AS1	30
C10orf95	3
TMEM180	47
ACTR1A	942
SUFU	162
TRIM8	746
ARL3	773
SFXN2	114
WBP1L	494
CYP17A1	0
C10orf32	136
C10orf32-ASMT	0
AS3MT	106
CNNM2	35
NT5C2	1055
RPEL1	8
INA	0
PCGF6	117
TAF5	324
USMG5	959
PDCD11	361
CALHM2	42
CALHM1	0
CALHM3	30
NEURL1-AS1	0
NEURL1	1
SH3PXD2A	903
SH3PXD2A-AS1	27
OBFC1	190
SLK	1569
COL17A1	204
SFR1	164
CFAP43	1
GSTO1	3583
GSTO2	1
ITPRIP	394
LOC101927472	0
CFAP58-AS1	3
CFAP58	5
LOC101927523	0
SORCS3	0
SORCS3-AS1	0
LOC101927549	0
SORCS1	0
LINC01435	0
RNU6-53P	0
XPNPEP1	658
ADD3-AS1	1
ADD3	395
MXI1	371
SMNDC1	590
DUSP5	714
SMC3	1583
RBM20	1
PDCD4-AS1	2
PDCD4	525
BBIP1	319
SHOC2	279
RPL13AP6	162
ADRA2A	0
GPAM	71
TECTB	0
GUCY2GP	0
ACSL5	913
ZDHHC6	213
VTI1A	117
LOC103344931	27
TCF7L2	659
HABP2	0
NRAP	0
CASP7	140
PLEKHS1	8
DCLRE1A	58
NHLRC2	45
ADRB1	1
CCDC186	139
TDRD1	1
VWA2	2
AFAP1L2	100
ABLIM1	679
LOC101927692	0
FAM160B1	180
TRUB1	494
LOC102724589	0
ATRNL1	26
GFRA1	31
CCDC172	0
PNLIPRP3	0
PNLIP	0
PNLIPRP1	0
PNLIPRP2	0
C10orf82	0
HSPA12A	33
ENO4	25
SHTN1	221
VAX1	0
KCNK18	0
SLC18A2	64
PDZD8	579
EMX2OS	1
EMX2	1
RAB11FIP2	201
CASC2	16
FAM204A	402
LINC00867	0
PRLHR	0
CACUL1	1717
NANOS1	250
EIF3A	4495
SNORA19	6
FAM45A	11
FAM45B	377
SFXN4	1145
PRDX3	1039
GRK5	229
RGS10	1329
TIAL1	918
BAG3	1434
INPP5F	140
MCMBP	356
SEC23IP	324
PPAPDC1A	183
LINC01561	21
WDR11-AS1	3
WDR11	144
FGFR2	0
ATE1	188
ATE1-AS1	3
NSMCE4A	306
TACC2	194
BTBD16	0
PLEKHA1	108
ARMS2	0
HTRA1	459
DMBT1	101
C10orf120	0
DMBT1P1	0
CUZD1	3
